task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days
T0296,Patch security vulnerability in auth system,2025-08-11,High,User_2,6.0,on-time,Development,Completed,10.1,21.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,18.0,0.4814814814814814,1.900383141762452,21.0
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,
T0040,Clean up old logs from server,2025-09-10,Low,User_10,7.0,on-time,Development,Completed,3.2,51.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,17.0,0.3103448275862069,2.528735632183908,51.0
T0092,Send status update to manager,2025-09-13,Low,User_8,7.0,delayed,Design,Completed,8.5,54.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.3870967741935484,2.247126436781609,54.0
T0152,Create UI wireframes for feature,2025-08-01,Medium,User_7,10.0,delayed,DevOps,In Progress,0.0,11.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,20.0,0.3823529411764705,1.8390804597701147,11.0
T0013,Send status update to manager,2025-08-16,Low,User_3,1.0,late,Management,Completed,6.6,26.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,13.0,0.25,1.0977011494252873,26.0
synthetic_28727,Create wireframes for onboarding screens.,2025-08-12,Urgent,user7,5.0,Needs Improvement,Design,To Do,11.273215805906338,,,,,,,,,,,,
T0179,Create UI wireframes for feature,2025-07-30,Medium,User_3,10.0,delayed,Management,Completed,4.2,9.0,5.0,0.0,0.0,4.0,0.0,2.0,1.0,13.0,0.25,1.8045977011494247,9.0
T0007,Update internal documentation,2025-09-12,Low,User_4,8.0,on-time,Design,Completed,5.5,53.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.28,1.6743295019157087,53.0
T0272,Resolve payment gateway timeout issue,2025-08-31,High,User_4,2.0,on-time,Management,Completed,3.6,41.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,14.0,0.28,1.4674329501915708,41.0
T0196,Review peer pull requests,2025-08-25,Medium,User_2,9.0,delayed,DevOps,In Progress,0.0,35.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,18.0,0.4814814814814814,1.808429118773946,35.0
synthetic_28727,Create wireframes for onboarding screens.,2025-08-12,Urgent,user7,5.0,Needs Improvement,Design,To Do,11.273215805906338,,,,,,,,,,,,
T0006,Send status update to manager,2025-09-17,Low,User_1,10.0,delayed,Documentation,In Progress,0.0,58.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,25.0,0.3888888888888889,2.6494252873563218,58.0
synthetic_42937,Write unit tests for payment module.,2025-08-11,Medium,user8,3.0,On Time,Testing,To Do,11.565285911108536,,,,,,,,,,,,
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,
T0174,Write integration tests for API,2025-08-10,Medium,User_9,8.0,on-time,Development,Completed,8.2,20.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,17.0,0.3076923076923077,1.772030651340996,20.0
synthetic_64322,Refactor user authentication module.,2025-08-11,High,user6,5.0,On Time,Development,To Do,10.188503130438194,,,,,,,,,,,,
T0183,Create UI wireframes for feature,2025-09-12,Medium,User_1,7.0,late,Management,In Progress,0.0,53.0,5.0,0.0,0.0,4.0,1.0,2.0,0.0,25.0,0.3888888888888889,2.229885057471264,53.0
T0223,Resolve payment gateway timeout issue,2025-08-27,High,User_5,9.0,late,Documentation,Pending,0.0,37.0,5.0,0.0,1.0,3.0,2.0,0.0,0.0,20.0,0.3235294117647059,2.176245210727969,37.0
T0094,Clean up old logs from server,2025-08-05,Low,User_3,5.0,late,Testing,In Progress,0.0,15.0,6.0,0.0,0.0,5.0,1.0,1.0,0.0,13.0,0.25,1.685823754789272,15.0
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,
synthetic_46940,Write unit tests for payment module.,2025-07-27,Urgent,user7,1.0,Excellent,Testing,To Do,5.544458818346778,,,,,,,,,,,,
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,
T0045,Schedule weekly team sync,2025-09-16,Low,User_9,9.0,on-time,Testing,Completed,7.8,57.0,4.0,0.0,0.0,5.0,0.0,1.0,1.0,17.0,0.3076923076923077,2.1877394636015324,57.0
T0236,Deploy hotfix for customer complaints,2025-09-18,High,User_7,1.0,on-time,Development,In Progress,0.0,59.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,20.0,0.3823529411764705,1.6666666666666663,59.0
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,
synthetic_80794,Coordinate interdepartmental meeting.,2025-08-11,Low,user2,4.0,Needs Improvement,Management,To Do,4.55334037403551,,,,,,,,,,,,
T0048,Send status update to manager,2025-09-13,Low,User_3,8.0,late,DevOps,Pending,0.0,54.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,13.0,0.25,2.35823754789272,54.0
T0139,Review peer pull requests,2025-08-20,Medium,User_10,7.0,delayed,Development,Completed,4.9,30.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,17.0,0.3103448275862069,1.4999999999999998,30.0
T0009,Clean up old logs from server,2025-08-15,Low,User_1,3.0,delayed,Design,In Progress,0.0,25.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.636015325670498,25.0
T0189,Update user guides,2025-08-06,Medium,User_8,6.0,late,Testing,Completed,5.8,16.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,15.0,0.3870967741935484,0.814176245210728,16.0
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,
T0054,Clean up old logs from server,2025-08-27,Low,User_6,4.0,on-time,Testing,Pending,0.0,37.0,6.0,0.0,0.0,5.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.954022988505747,37.0
synthetic_32669,Fix bugs in profile update API.,2025-07-24,Urgent,user4,1.0,Needs Improvement,Development,To Do,11.077699779135612,,,,,,,,,,,,
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,
synthetic_63496,Update Docker configurations.,2025-07-25,Medium,user7,5.0,Excellent,DevOps,To Do,9.922024096229766,,,,,,,,,,,,
synthetic_76837,Prepare user guide for module deployment.,2025-08-20,High,user7,10.0,Late,Documentation,To Do,10.418043196828988,,,,,,,,,,,,
T0244,Deploy hotfix for customer complaints,2025-09-03,High,User_4,5.0,delayed,Design,In Progress,0.0,44.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.28,1.8524904214559383,44.0
T0123,Write integration tests for API,2025-07-27,Medium,User_2,9.0,late,Design,Pending,0.0,6.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,18.0,0.4814814814814814,1.6417624521072796,6.0
T0160,Refactor module for scalability,2025-07-26,Medium,User_4,5.0,late,Testing,Completed,10.4,5.0,4.0,0.0,0.0,5.0,0.0,2.0,1.0,14.0,0.28,0.846743295019157,5.0
T0061,Schedule weekly team sync,2025-09-03,Low,User_6,7.0,delayed,Management,In Progress,0.0,44.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,21.0,0.3823529411764705,1.7413793103448274,44.0
T0280,Resolve payment gateway timeout issue,2025-08-17,High,User_2,4.0,late,DevOps,In Progress,0.0,27.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.4814814814814814,1.4482758620689653,27.0
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,
T0062,Schedule weekly team sync,2025-08-22,Low,User_2,6.0,on-time,Development,In Progress,0.0,32.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,0.4814814814814814,1.4233716475095783,32.0
synthetic_93482,Redesign profile section layout.,2025-07-29,Low,user4,7.0,On Time,Design,To Do,11.44765268832612,,,,,,,,,,,,
T0035,Organize shared team files,2025-08-18,Low,User_2,3.0,on-time,Documentation,Pending,0.0,28.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,18.0,0.4814814814814814,1.021072796934866,28.0
T0226,Restore database from backup,2025-09-12,High,User_10,8.0,delayed,Documentation,In Progress,0.0,53.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,17.0,0.3103448275862069,2.0076628352490418,53.0
T0076,Organize shared team files,2025-08-29,Low,User_2,9.0,late,Development,Completed,9.2,39.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,18.0,0.4814814814814814,1.8773946360153253,39.0
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,
T0267,Deploy hotfix for customer complaints,2025-09-11,High,User_6,6.0,delayed,Documentation,Pending,0.0,52.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,21.0,0.3823529411764705,2.101532567049808,52.0
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,
synthetic_74495,Update color palette and typography.,2025-08-15,Urgent,user8,5.0,On Time,Design,To Do,10.457119812982445,,,,,,,,,,,,
T0232,Resolve payment gateway timeout issue,2025-09-10,High,User_7,6.0,on-time,Development,Completed,2.2,51.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.0842911877394634,51.0
T0164,Create UI wireframes for feature,2025-09-13,Medium,User_7,6.0,late,DevOps,In Progress,0.0,54.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,20.0,0.3823529411764705,2.136015325670498,54.0
T0210,Fix critical bug in deployment pipeline,2025-09-03,High,User_8,1.0,late,Management,Completed,2.3,44.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,15.0,0.3870967741935484,1.7413793103448274,44.0
T0216,Fix critical bug in deployment pipeline,2025-09-08,High,User_10,1.0,delayed,Testing,Completed,2.4,49.0,6.0,1.0,1.0,5.0,0.0,0.0,1.0,17.0,0.3103448275862069,1.827586206896552,49.0
T0014,Update internal documentation,2025-08-22,Low,User_7,7.0,on-time,Documentation,In Progress,0.0,32.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,20.0,0.3823529411764705,1.201149425287356,32.0
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,
T0102,Write integration tests for API,2025-08-04,Medium,User_1,9.0,late,Development,Completed,8.4,14.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,25.0,0.3888888888888889,1.779693486590038,14.0
synthetic_39391,Conduct weekly team review.,2025-07-24,Medium,user8,9.0,Excellent,Management,To Do,11.817140594513912,,,,,,,,,,,,
synthetic_17149,Conduct load testing for new API.,2025-08-11,Urgent,user2,2.0,Needs Improvement,Testing,To Do,4.434283857567285,,,,,,,,,,,,
T0240,Deploy hotfix for customer complaints,2025-07-30,High,User_1,3.0,on-time,Development,Completed,4.6,9.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,0.3888888888888889,1.0268199233716473,9.0
synthetic_89279,Plan sprint retrospective.,2025-08-05,Medium,user6,6.0,On Time,Management,To Do,5.384042526987052,,,,,,,,,,,,
T0089,Schedule weekly team sync,2025-08-23,Low,User_6,5.0,late,Documentation,Pending,0.0,33.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,21.0,0.3823529411764705,1.3295019157088122,33.0
T0202,Patch security vulnerability in auth system,2025-09-11,High,User_4,4.0,delayed,Documentation,In Progress,0.0,52.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,14.0,0.28,2.21264367816092,52.0
T0046,Clean up old logs from server,2025-08-14,Low,User_8,1.0,delayed,Design,Pending,0.0,24.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,15.0,0.3870967741935484,1.396551724137931,24.0
synthetic_54619,Design UI for dashboard module.,2025-08-04,Medium,user7,4.0,Excellent,Design,To Do,11.450718801150032,,,,,,,,,,,,
T0016,Organize shared team files,2025-08-24,Low,User_3,2.0,late,Documentation,Pending,0.0,34.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,13.0,0.25,1.0134099616858236,34.0
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,
T0190,Review peer pull requests,2025-08-22,Medium,User_9,4.0,late,DevOps,Pending,0.0,32.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,17.0,0.3076923076923077,1.201149425287356,32.0
T0285,Resolve payment gateway timeout issue,2025-08-17,High,User_7,10.0,delayed,Testing,Completed,9.3,27.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.1149425287356323,27.0
synthetic_51408,Automate regression test cases.,2025-07-30,Low,user1,8.0,Late,Testing,To Do,4.554924859302746,,,,,,,,,,,,
synthetic_28727,Create wireframes for onboarding screens.,2025-08-12,Urgent,user7,5.0,Needs Improvement,Design,To Do,11.273215805906338,,,,,,,,,,,,
T0278,Deploy hotfix for customer complaints,2025-09-17,High,User_7,7.0,late,Development,Completed,9.9,58.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3823529411764705,2.3160919540229883,58.0
synthetic_75664,Optimize CI/CD pipeline.,2025-08-18,High,user2,4.0,Late,DevOps,To Do,2.8805479691481466,,,,,,,,,,,,
synthetic_25203,Setup monitoring for production servers.,2025-08-16,Urgent,user8,1.0,Late,DevOps,To Do,3.6532500261104657,,,,,,,,,,,,
synthetic_65352,Automate regression test cases.,2025-08-14,Medium,user7,10.0,On Time,Testing,To Do,6.132271289450827,,,,,,,,,,,,
T0044,Clean up old logs from server,2025-09-08,Low,User_5,7.0,on-time,Testing,In Progress,0.0,49.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,20.0,0.3235294117647059,2.494252873563218,49.0
T0298,Deploy hotfix for customer complaints,2025-08-08,High,User_1,9.0,on-time,Documentation,In Progress,0.0,18.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,25.0,0.3888888888888889,1.8486590038314168,18.0
synthetic_28404,Prepare user guide for module deployment.,2025-08-01,Medium,user7,4.0,On Time,Documentation,To Do,5.489902558854708,,,,,,,,,,,,
T0181,Refactor module for scalability,2025-07-28,Medium,User_3,1.0,late,Testing,Completed,4.8,7.0,4.0,0.0,0.0,5.0,0.0,2.0,1.0,13.0,0.25,0.4367816091954022,7.0
T0090,Schedule weekly team sync,2025-08-22,Low,User_5,4.0,late,Testing,Pending,0.0,32.0,4.0,0.0,1.0,5.0,2.0,1.0,0.0,20.0,0.3235294117647059,1.201149425287356,32.0
T0037,Organize shared team files,2025-08-03,Low,User_6,8.0,on-time,Development,Completed,8.5,13.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,21.0,0.3823529411764705,1.3180076628352488,13.0
synthetic_67902,Redesign profile section layout.,2025-08-05,Urgent,user3,1.0,Late,Design,To Do,7.754884045898051,,,,,,,,,,,,
T0172,Review peer pull requests,2025-08-19,Medium,User_9,3.0,delayed,Documentation,In Progress,0.0,29.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,17.0,0.3076923076923077,1.0383141762452106,29.0
T0052,Update internal documentation,2025-08-05,Low,User_1,10.0,late,Management,In Progress,0.0,15.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.2413793103448276,15.0
T0193,Refactor module for scalability,2025-09-09,Medium,User_9,3.0,late,Documentation,Pending,0.0,50.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,17.0,0.3076923076923077,1.400383141762452,50.0
T0112,Write integration tests for API,2025-08-27,Medium,User_5,5.0,on-time,Management,Pending,0.0,37.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.7318007662835246,37.0
synthetic_19321,Plan sprint retrospective.,2025-08-15,Low,user10,2.0,Needs Improvement,Management,To Do,7.238490935938148,,,,,,,,,,,,
T0015,Send status update to manager,2025-09-18,Low,User_1,6.0,delayed,Development,In Progress,0.0,59.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,0.3888888888888889,2.222222222222222,59.0
T0134,Update user guides,2025-09-08,Medium,User_8,6.0,on-time,Documentation,Pending,0.0,49.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.3831417624521074,49.0
T0114,Update user guides,2025-07-23,Medium,User_7,8.0,late,Management,In Progress,0.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,20.0,0.3823529411764705,0.7950191570881225,2.0
synthetic_29687,Redesign profile section layout.,2025-07-28,Medium,user3,3.0,Late,Design,To Do,8.445971743651135,,,,,,,,,,,,
T0214,Patch security vulnerability in auth system,2025-07-22,High,User_5,8.0,delayed,Development,In Progress,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,20.0,0.3235294117647059,1.7777777777777777,1.0
T0170,Review peer pull requests,2025-09-14,Medium,User_4,1.0,late,Documentation,Pending,0.0,55.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,14.0,0.28,1.264367816091954,55.0
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,
T0151,Refactor module for scalability,2025-07-28,Medium,User_6,6.0,delayed,DevOps,Pending,0.0,7.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,21.0,0.3823529411764705,0.9923371647509578,7.0
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,
T0300,Restore database from backup,2025-09-18,High,User_3,4.0,delayed,DevOps,Completed,6.2,59.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.25,1.6666666666666663,59.0
synthetic_46940,Write unit tests for payment module.,2025-07-27,Urgent,user7,1.0,Excellent,Testing,To Do,5.544458818346778,,,,,,,,,,,,
synthetic_20731,Conduct weekly team review.,2025-07-31,High,user2,6.0,On Time,Management,To Do,4.226078438073593,,,,,,,,,,,,
T0081,Clean up old logs from server,2025-07-23,Low,User_1,1.0,late,Design,In Progress,0.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.0172413793103448,2.0
synthetic_33526,Update Docker configurations.,2025-08-12,Medium,user5,6.0,Needs Improvement,DevOps,To Do,4.038871929100124,,,,,,,,,,,,
T0084,Clean up old logs from server,2025-09-03,Low,User_10,1.0,on-time,Design,In Progress,0.0,44.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.7413793103448274,44.0
T0138,Review peer pull requests,2025-09-18,Medium,User_5,10.0,late,Documentation,In Progress,0.0,59.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,20.0,0.3235294117647059,2.333333333333333,59.0
T0108,Write integration tests for API,2025-08-12,Medium,User_5,5.0,on-time,Development,Pending,0.0,22.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.4731800766283525,22.0
synthetic_10372,Prepare user guide for module deployment.,2025-08-13,Medium,user7,1.0,Excellent,Documentation,To Do,9.232242268324065,,,,,,,,,,,,
T0068,Schedule weekly team sync,2025-08-30,Low,User_4,6.0,delayed,Design,Completed,3.9,40.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,0.28,1.5613026819923372,40.0
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,
T0073,Organize shared team files,2025-09-03,Low,User_5,10.0,on-time,Development,Pending,0.0,44.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,20.0,0.3235294117647059,2.074712643678161,44.0
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,
synthetic_66770,Automate regression test cases.,2025-07-28,High,user4,9.0,Late,Testing,To Do,3.729082531486728,,,,,,,,,,,,
T0265,Fix critical bug in deployment pipeline,2025-08-23,High,User_5,10.0,late,Development,Completed,4.3,33.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3235294117647059,2.5517241379310347,33.0
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,
T0173,Update user guides,2025-07-29,Medium,User_2,5.0,late,Development,In Progress,0.0,8.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,18.0,0.4814814814814814,0.5651340996168582,8.0
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,
T0079,Schedule weekly team sync,2025-09-12,Low,User_5,4.0,on-time,Testing,Pending,0.0,53.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,20.0,0.3235294117647059,1.5632183908045976,53.0
T0099,Clean up old logs from server,2025-08-26,Low,User_10,4.0,on-time,DevOps,In Progress,0.0,36.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.9367816091954024,36.0
T0127,Review peer pull requests,2025-08-25,Medium,User_2,7.0,late,Development,Completed,11.9,35.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,18.0,0.4814814814814814,1.5862068965517238,35.0
T0141,Write integration tests for API,2025-08-14,Medium,User_4,2.0,late,Testing,In Progress,0.0,24.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,14.0,0.28,1.1743295019157087,24.0
T0055,Organize shared team files,2025-08-16,Low,User_3,3.0,late,DevOps,Pending,0.0,26.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,13.0,0.25,0.986590038314176,26.0
synthetic_54531,Plan sprint retrospective.,2025-08-06,Low,user1,6.0,On Time,Management,To Do,4.533024750761973,,,,,,,,,,,,
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,
T0032,Send status update to manager,2025-09-04,Low,User_6,7.0,on-time,Design,Completed,3.6,45.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.3823529411764705,2.0919540229885056,45.0
